security,forecast_periods,mse,tu,mase,mape,rmse_return,nrmse_return,accuracy,precision,recall,fscore
PYPL,5,14.13079601172159,1.0713311888686252,1.0074553191424092,3.05213889398721,4.000714460843353,1.3337371918724648,0.5947368421052631,0.5981308411214953,0.9523809523809524,0.7347876004592422
PYPL,10,23.387037657121958,1.069805448434484,0.9728986844028462,3.9383337138542096,5.063148890278551,1.2590197502503724,0.6316725978647687,0.6418181818181818,0.9724517906336088,0.773274917853231
PYPL,30,67.65791042605814,1.4380993847607673,1.1191159989816015,6.904131189134424,8.539247631657581,1.3987323634305449,0.6513409961685823,0.6513409961685823,1.0,0.7888631090487238
PYPL,60,198.33976251144506,1.7437149199677868,1.2583657693911077,11.778629328940475,14.392914415320075,1.484505815988277,0.683982683982684,0.683982683982684,1.0,0.8123393316195372
QCOM,1,1.018531874198762,1.0193668799761917,1.019136661801936,1.2053847528959538,1.8207603839985715,1.5436268343668025,0.47914995990376896,0.5014727540500736,0.5226400613967767,0.5118376550169109
QCOM,5,5.676689115601093,1.027706635041583,1.0116864077331045,2.8107050520125645,4.266351317317444,1.5320228012161219,0.5207833733013589,0.5625814863102999,0.6204169662113588,0.5900854700854701
QCOM,10,11.885598987610328,1.04072616976135,1.0202122445531097,4.1283087430882235,6.130067113422514,1.4998729631182357,0.5086310718586913,0.5370813397129187,0.6661721068249258,0.5947019867549669
QCOM,30,30.355497012878033,1.0195598576812814,1.0027057862024449,7.1562104934423765,10.099637810840315,1.3790106233034147,0.5587275693311582,0.5872184389732844,0.7922261484098941,0.6744885679903729
QCOM,60,54.14379598176389,1.0054896969465614,1.001336365523448,10.114233290012338,14.169004604130395,1.3279639163488466,0.5528625156707062,0.5834522111269614,0.8634764250527798,0.6963677639046538
QQQ,1,1.87926476455986,1.0121017281535585,1.0083808228129043,0.7954384686552722,1.1314685210187827,1.438739323009145,0.5098039215686274,0.5607675906183369,0.5651862464183381,0.5629682483053872
QQQ,5,8.108952610276033,0.9924859349597864,0.9815283100129024,1.7788334813554594,2.37642487047521,1.3135520615020162,0.5672,0.6309111880046137,0.7122395833333334,0.6691131498470949
QQQ,10,15.044872607065368,0.9964680685316768,0.9657481136534424,2.4316099713539976,3.1788649433688985,1.2660461250303394,0.6017663588920112,0.6477893691008445,0.8216761184625079,0.7244444444444443
QQQ,30,34.92390962174458,0.9196702491220698,0.9271072778258398,3.9952315832620986,5.0705902566647785,1.1585407090050754,0.6840603342845495,0.7215756490599821,0.913314447592068,0.8062015503875969
